Date,Opponent,##,Player Name,TOT-FG,3-PT,FT,OF,DE,TOT,PF,TP,A,TO,BLK,S,MIN
02/01/2023,Innisfree,25,Rasheed Redfern,1-3,0-1,1-1,1,1,2,0,3,2,1,1,0,7
02/01/2023,Innisfree,33,Yannick Ulmer,2-3,0-3,0-2,1,2,3,1,4,3,0,0,0,12
02/01/2023,Innisfree,10,Malachi Quiroz,2-3,1-3,0-1,1,0,1,1,5,0,2,0,1,12
02/01/2023,Innisfree,05,Dedrick Doran,1-2,0-2,2-5,1,1,2,3,4,3,3,1,2,20
02/01/2023,Innisfree,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
02/01/2023,Innisfree,24,Emeka Eklund,,,,,,,,,,,,,DNP
02/01/2023,Innisfree,,TEAM,,,,3,4,7,,,,1,,,
02/01/2023,Innisfree,,Totals,27-53,5-33,8-17,18,34,52,17,66,33,27,5,13,200
02/03/2023,Alderman,00,Zeke Gillick,11-11,5-8,1-4,3,6,9,4,28,1,4,1,1,31
02/03/2023,Alderman,23,Priit Vantrease,0-4,0-4,2-3,1,2,3,3,2,3,1,2,2,23
02/03/2023,Alderman,20,Dedrick Gillick,15-15,3-3,6-6,2,7,9,0,39,3,0,3,1,30
02/03/2023,Alderman,40,Amare Quiroz,3-5,1-3,2-4,1,4,5,0,9,3,3,1,2,22
02/03/2023,Alderman,52,Oisin Vantrease,0-4,0-4,2-7,3,2,5,1,2,6,1,2,2,36
02/03/2023,Alderman,31,Solomon Janowski,0-3,0-1,2-2,3,1,4,2,2,4,1,1,1,23
02/03/2023,Alderman,25,Rasheed Redfern,,,,,,,,,,,,,DNP
02/03/2023,Alderman,33,Yannick Ulmer,,,,,,,,,,,,,DNP
02/03/2023,Alderman,10,Malachi Quiroz,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/03/2023,Alderman,05,Dedrick Doran,5-6,1-4,3-4,3,1,4,1,14,2,4,1,1,25
02/03/2023,Alderman,45,Lachlan Ostrander,1-4,0-1,0-1,0,2,2,1,2,2,2,1,0,9
02/03/2023,Alderman,24,Emeka Eklund,,,,,,,,,,,,,DNP
02/03/2023,Alderman,,TEAM,,,,0,4,4,,,,0,,,
02/03/2023,Alderman,,Totals,35-52,10-28,18-31,16,29,45,12,98,24,16,12,10,200
02/05/2023,Westmere,00,Zeke Gillick,12-16,0-1,0-4,4,6,10,3,24,8,2,2,0,33
02/05/2023,Westmere,23,Priit Vantrease,2-2,2-2,0-2,2,0,2,2,6,3,2,1,1,16
02/05/2023,Westmere,20,Dedrick Gillick,0-5,0-5,0-3,2,3,5,2,0,4,3,2,1,21
02/05/2023,Westmere,40,Amare Quiroz,9-20,4-11,1-1,5,8,13,3,23,2,6,3,2,40-
02/05/2023,Westmere,52,Oisin Vantrease,9-14,4-4,0-2,3,5,8,1,22,3,5,0,3,33
02/05/2023,Westmere,31,Solomon Janowski,0-2,0-1,1-1,1,2,3,3,1,3,1,1,1,18
02/05/2023,Westmere,25,Rasheed Redfern,,,,,,,,,,,,,DNP
02/05/2023,Westmere,33,Yannick Ulmer,1-8,1-4,0-3,2,3,5,1,3,5,3,2,1,19
02/05/2023,Westmere,10,Malachi Quiroz,,,,,,,,,,,,,DNP
02/05/2023,Westmere,05,Dedrick Doran,1-7,1-1,2-2,0,3,3,2,5,1,1,1,0,15
02/05/2023,Westmere,45,Lachlan Ostrander,3-3,0-0,0-1,1,1,2,1,6,0,0,0,0,7
02/05/2023,Westmere,,TEAM,,,,1,1,2,,,,2,,,
02/05/2023,Westmere,,Totals,37-77,12-29,4-19,21,32,53,18,90,29,25,12,9,200
02/11/2023,Thornbury,00,Zeke Gillick,10-11,1-1,0-1,3,2,5,3,21,5,2,3,1,25
02/11/2023,Thornbury,23,Priit Vantrease,1-13,1-1,0-5,1,3,4,4,3,1,4,2,2,26
02/11/2023,Thornbury,20,Dedrick Gillick,1-3,0-3,3-3,2,1,3,3,5,0,2,2,1,26
02/11/2023,Thornbury,40,Amare Quiroz,7-7,1-3,0-5,2,3,5,1,15,2,4,2,1,23
02/11/2023,Thornbury,52,Oisin Vantrease,5-5,2-4,0-2,1,4,5,3,12,3,3,0,0,33
02/11/2023,Thornbury,31,Solomon Janowski,,,,,,,,,,,,,DNP
02/11/2023,Thornbury,25,Rasheed Redfern,2-3,0-1,1-2,1,1,2,1,5,1,0,1,1,12
02/11/2023,Thornbury,33,Yannick Ulmer,,,,,,,,,,,,,DNP
02/11/2023,Thornbury,10,Malachi Quiroz,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/11/2023,Thornbury,05,Dedrick Doran,0-3,0-3,0-0,3,2,5,3,0,4,2,1,0,24
02/11/2023,Thornbury,45,Lachlan Ostrander,3-3,1-3,0-0,1,2,3,1,7,2,0,1,0,10
02/11/2023,Thornbury,24,Emeka Eklund,8-8,4-4,2-4,2,3,5,2,22,1,3,0,2,20
02/11/2023,Thornbury,,TEAM,,,,2,1,3,,,,0,,,
02/11/2023,Thornbury,,Totals,37-56,10-23,6-22,18,22,40,21,90,19,20,12,8,200
02/17/2023,Underhill,00,Zeke Gillick,4-8,4-5,1-1,2,1,3,2,13,1,0,1,1,20
02/17/2023,Underhill,23,Priit Vantrease,1-10,1-3,0-3,2,5,7,0,3,2,0,1,0,19
02/17/2023,Underhill,20,Dedrick Gillick,9-10,4-7,2-5,3,1,4,1,24,1,3,1,0,25
02/17/2023,Underhill,40,Amare Quiroz,15-19,4-9,4-7,3,1,4,4,38,1,6,2,1,40-
02/17/2023,Underhill,52,Oisin Vantrease,2-5,2-3,1-1,1,4,5,3,7,4,2,0,1,19
02/17/2023,Underhill,31,Solomon Janowski,4-5,1-1,2-2,2,3,5,2,11,2,1,1,1,14
02/17/2023,Underhill,25,Rasheed Redfern,1-2,0-1,1-1,0,1,1,0,3,1,1,0,0,5
02/17/2023,Underhill,33,Yannick Ulmer,4-4,0-3,2-2,0,2,2,1,10,2,1,1,1,13
02/17/2023,Underhill,10,Malachi Quiroz,0-5,0-1,1-2,1,1,2,1,1,1,0,0,1,14
02/17/2023,Underhill,05,Dedrick Doran,4-6,0-1,1-1,2,1,3,2,9,1,0,1,0,13
02/17/2023,Underhill,45,Lachlan Ostrander,2-2,2-2,1-1,1,1,2,0,7,0,0,0,0,6
02/17/2023,Underhill,24,Emeka Eklund,1-2,1-2,2-2,1,1,2,2,5,1,1,0,0,11
02/17/2023,Underhill,,TEAM,,,,5,4,9,,,,1,,,
02/17/2023,Underhill,,Totals,47-78,19-38,18-28,23,26,49,18,131,17,16,8,6,200
02/22/2023,Oakhaven,00,Zeke Gillick,7-7,0-7,0-0,4,1,5,5,14,1,0,0,0,40-
02/22/2023,Oakhaven,23,Priit Vantrease,0-6,0-2,1-1,3,5,8,3,1,3,2,1,1,21
02/22/2023,Oakhaven,20,Dedrick Gillick,10-10,3-4,0-1,2,5,7,0,23,0,2,1,2,19
02/22/2023,Oakhaven,40,Amare Quiroz,4-8,1-2,1-2,2,2,4,1,10,4,2,1,1,16
02/22/2023,Oakhaven,52,Oisin Vantrease,11-12,5-6,5-6,2,4,6,2,32,7,1,0,2,29
02/22/2023,Oakhaven,31,Solomon Janowski,0-3,0-1,0-2,0,1,1,1,0,3,2,1,1,11
02/22/2023,Oakhaven,25,Rasheed Redfern,5-5,2-3,0-1,0,2,2,2,12,1,2,0,1,11
02/22/2023,Oakhaven,33,Yannick Ulmer,4-9,0-0,1-4,0,4,4,3,9,0,2,2,0,18
02/22/2023,Oakhaven,10,Malachi Quiroz,,,,,,,,,,,,,DNP
02/22/2023,Oakhaven,05,Dedrick Doran,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/22/2023,Oakhaven,45,Lachlan Ostrander,0-1,0-1,0-1,0,2,2,1,0,1,0,0,0,6
02/22/2023,Oakhaven,24,Emeka Eklund,6-7,4-5,0-2,1,3,4,2,16,1,2,0,1,18
02/22/2023,Oakhaven,21,Vasil Vantrease,2-3,0-1,0-2,1,3,4,0,4,2,0,0,0,11
02/22/2023,Oakhaven,,TEAM,,,,5,0,5,,,,2,,,
02/22/2023,Oakhaven,,Totals,49-71,15-32,8-22,20,32,52,20,121,23,17,6,9,200
02/28/2023,Thornbury,00,Zeke Gillick,0-3,0-2,2-5,4,6,10,5,2,10,7,1,3,40-
02/28/2023,Thornbury,23,Priit Vantrease,0-8,0-1,0-3,1,2,3,0,0,1,2,1,2,19
02/28/2023,Thornbury,20,Dedrick Gillick,2-4,0-3,0-6,1,5,6,3,4,6,3,0,0,28
02/28/2023,Thornbury,40,Amare Quiroz,0-8,0-0,3-3,0,1,1,0,3,4,1,2,0,19
02/28/2023,Thornbury,52,Oisin Vantrease,1-2,1-1,0-0,3,3,6,3,3,1,3,2,2,22
02/28/2023,Thornbury,31,Solomon Janowski,3-5,0-0,3-3,0,1,1,2,9,3,0,1,0,12
02/28/2023,Thornbury,25,Rasheed Redfern,,,,,,,,,,,,,DNP
02/28/2023,Thornbury,33,Yannick Ulmer,1-7,0-0,0-0,1,4,5,3,2,3,4,1,1,21
02/28/2023,Thornbury,10,Malachi Quiroz,4-6,0-3,0-2,0,0,0,0,8,0,2,1,1,15
02/28/2023,Thornbury,05,Dedrick Doran,0-2,0-1,0-3,1,1,2,3,0,2,2,1,1,16
02/28/2023,Thornbury,45,Lachlan Ostrander,0-3,0-1,0-0,1,1,2,0,0,2,0,1,0,8
02/28/2023,Thornbury,,TEAM,,,,2,4,6,,,,3,,,
02/28/2023,Thornbury,,Totals,11-48,1-12,8-25,14,28,42,19,31,32,27,11,10,200
03/02/2023,Innisfree,00,Zeke Gillick,1-3,0-1,3-5,1,3,4,2,5,6,4,1,1,26
03/02/2023,Innisfree,23,Priit Vantrease,2-2,0-0,0-1,1,1,2,3,4,1,2,1,1,18
03/02/2023,Innisfree,20,Dedrick Gillick,6-9,0-0,0-1,1,0,1,1,12,3,0,2,2,23
03/02/2023,Innisfree,40,Amare Quiroz,4-5,1-3,0-1,0,4,4,1,9,1,0,1,0,17
03/02/2023,Innisfree,52,Oisin Vantrease,2-13,0-0,2-6,3,3,6,4,6,4,2,0,0,31
03/02/2023,Innisfree,31,Solomon Janowski,1-3,0-0,1-2,2,0,2,1,3,1,0,1,0,11
03/02/2023,Innisfree,25,Rasheed Redfern,1-2,1-2,0-1,2,2,4,0,3,0,1,1,0,10
03/02/2023,Innisfree,33,Yannick Ulmer,1-6,0-2,2-2,2,2,4,2,4,2,1,0,1,14
03/02/2023,Innisfree,10,Malachi Quiroz,5-8,0-0,2-2,2,0,2,3,12,4,1,1,2,17
03/02/2023,Innisfree,05,Dedrick Doran,0-2,0-2,0-1,1,2,3,2,0,3,0,1,0,14
03/02/2023,Innisfree,45,Lachlan Ostrander,1-1,0-1,1-1,1,1,2,0,3,0,1,1,0,7
03/02/2023,Innisfree,24,Emeka Eklund,2-3,0-3,1-2,1,2,3,1,5,0,1,1,1,12
03/02/2023,Innisfree,,TEAM,,,,5,0,5,,,,3,,,
03/02/2023,Innisfree,,Totals,26-57,2-14,12-25,22,20,42,20,66,25,16,11,8,200
03/08/2023,Langmere,00,Zeke Gillick,3-11,2-2,4-5,0,1,1,5,12,7,1,1,1,33
03/08/2023,Langmere,23,Priit Vantrease,1-7,0-0,0-1,3,2,5,4,2,1,2,1,1,23
03/08/2023,Langmere,20,Dedrick Gillick,3-5,0-5,0-1,1,5,6,1,6,6,4,2,1,25
03/08/2023,Langmere,40,Amare Quiroz,1-7,1-1,1-1,1,2,3,1,4,2,1,1,1,17
03/08/2023,Langmere,52,Oisin Vantrease,4-15,4-6,1-5,2,1,3,3,13,5,3,2,2,31
03/08/2023,Langmere,31,Solomon Janowski,,,,,,,,,,,,,DNP
03/08/2023,Langmere,25,Rasheed Redfern,2-3,1-1,0-0,0,1,1,1,5,2,0,1,0,7
03/08/2023,Langmere,33,Yannick Ulmer,,,,,,,,,,,,,DNP
03/08/2023,Langmere,10,Malachi Quiroz,1-7,1-2,0-0,2,1,3,1,3,3,1,1,0,16
03/08/2023,Langmere,05,Dedrick Doran,2-2,1-1,3-3,3,2,5,2,8,1,1,1,1,19
03/08/2023,Langmere,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
03/08/2023,Langmere,24,Emeka Eklund,6-7,2-2,2-2,2,3,5,2,16,1,1,1,0,17
03/08/2023,Langmere,21,Vasil Vantrease,1-3,0-1,1-3,1,3,4,2,3,2,1,1,1,12
03/08/2023,Langmere,,TEAM,,,,5,3,8,,,,1,,,
03/08/2023,Langmere,,Totals,24-67,12-21,12-21,20,24,44,22,72,30,16,12,8,200
03/12/2023,Carrowmore,00,Zeke Gillick,6-8,1-1,1-6,0,4,4,1,14,7,5,1,1,33
03/12/2023,Carrowmore,23,Priit Vantrease,3-5,0-0,1-1,1,4,5,0,7,3,2,1,2,19
03/12/2023,Carrowmore,20,Dedrick Gillick,10-15,1-7,5-7,5,6,11,2,26,7,5,2,1,40-
03/12/2023,Carrowmore,40,Amare Quiroz,4-11,4-6,2-4,1,4,5,2,14,5,3,0,2,22
03/12/2023,Carrowmore,52,Oisin Vantrease,2-14,2-5,1-5,0,3,3,1,7,6,0,1,2,29
03/12/2023,Carrowmore,31,Solomon Janowski,,,,,,,,,,,,,DNP
03/12/2023,Carrowmore,25,Rasheed Redfern,1-2,1-1,1-1,0,1,1,1,4,2,0,1,0,8
03/12/2023,Carrowmore,33,Yannick Ulmer,1-2,0-1,0-0,1,1,2,2,2,2,0,1,1,12
03/12/2023,Carrowmore,10,Malachi Quiroz,,,,,,,,,,,,,DNP
03/12/2023,Carrowmore,05,Dedrick Doran,2-4,0-3,0-0,0,4,4,2,4,1,2,0,0,14
03/12/2023,Carrowmore,45,Lachlan Ostrander,0-1,0-1,1-1,0,2,2,1,1,1,0,0,0,7
03/12/2023,Carrowmore,24,Emeka Eklund,2-5,0-4,2-2,2,3,5,3,6,2,2,1,1,17
03/12/2023,Carrowmore,,TEAM,,,,3,0,3,,,,1,,,
03/12/2023,Carrowmore,,Totals,31-67,9-29,14-27,13,32,45,15,85,36,20,8,10,200
03/18/2023,Langmere,00,Zeke Gillick,15-19,1-5,1-5,1,11,12,3,32,1,4,3,4,40-
03/18/2023,Langmere,23,Priit Vantrease,6-8,0-3,0-1,2,3,5,2,12,5,3,2,0,21
03/18/2023,Langmere,20,Dedrick Gillick,1-2,1-2,2-3,2,2,4,2,5,0,0,1,0,21
03/18/2023,Langmere,40,Amare Quiroz,2-2,0-2,0-3,1,2,3,2,4,4,1,2,2,20
03/18/2023,Langmere,52,Oisin Vantrease,3-3,3-3,1-4,1,4,5,4,10,6,1,1,0,29
03/18/2023,Langmere,31,Solomon Janowski,6-7,0-0,3-3,1,3,4,2,15,3,1,0,0,15
03/18/2023,Langmere,25,Rasheed Redfern,2-3,0-1,1-1,1,0,1,1,5,1,1,0,1,8
03/18/2023,Langmere,33,Yannick Ulmer,2-5,0-2,3-3,1,1,2,1,7,3,2,0,1,14
03/18/2023,Langmere,10,Malachi Quiroz,1-3,1-1,0-1,0,2,2,2,3,2,1,1,1,12
03/18/2023,Langmere,05,Dedrick Doran,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
03/18/2023,Langmere,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
03/18/2023,Langmere,24,Emeka Eklund,8-9,2-2,1-1,3,3,6,3,19,5,1,0,0,21
03/18/2023,Langmere,,TEAM,,,,3,1,4,,,,2,,,
03/18/2023,Langmere,,Totals,46-61,8-21,12-25,16,32,48,22,112,30,17,10,9,200
03/22/2023,Langmere,00,Zeke Gillick,6-14,2-2,0-1,1,3,4,4,14,2,2,1,3,34
03/22/2023,Langmere,23,Priit Vantrease,0-4,0-4,1-1,1,7,8,0,1,3,0,3,1,28
03/22/2023,Langmere,20,Dedrick Gillick,0-3,0-0,2-2,1,7,8,2,2,3,1,0,2,26
03/22/2023,Langmere,40,Amare Quiroz,3-12,1-5,0-2,2,3,5,3,7,4,3,1,2,25
03/22/2023,Langmere,52,Oisin Vantrease,1-11,1-6,3-3,1,5,6,2,6,6,2,1,2,24
03/22/2023,Langmere,31,Solomon Janowski,3-4,3-3,0-1,1,1,2,1,9,2,2,1,0,14
03/22/2023,Langmere,25,Rasheed Redfern,,,,,,,,,,,,,DNP
03/22/2023,Langmere,33,Yannick Ulmer,2-8,1-1,0-0,2,1,3,3,5,2,1,1,2,19
03/22/2023,Langmere,10,Malachi Quiroz,1-3,0-3,0-2,0,2,2,0,2,1,0,0,0,10
03/22/2023,Langmere,05,Dedrick Doran,,,,,,,,,,,,,DNP
03/22/2023,Langmere,45,Lachlan Ostrander,0-2,0-1,1-1,0,1,1,0,1,1,1,0,0,6
03/22/2023,Langmere,24,Emeka Eklund,1-5,0-3,0-0,0,3,3,0,2,3,1,1,1,15
03/22/2023,Langmere,,TEAM,,,,2,1,3,,,,1,,,
03/22/2023,Langmere,,Totals,17-66,8-28,7-13,11,34,45,15,49,27,14,9,13,200
03/24/2023,Redhill,00,Zeke Gillick,1-6,1-3,6-7,1,4,5,4,9,8,3,2,1,35
03/24/2023,Redhill,23,Priit Vantrease,2-4,2-4,3-4,4,6,10,2,9,4,2,3,1,31
03/24/2023,Redhill,20,Dedrick Gillick,4-4,1-1,4-5,0,5,5,2,13,4,3,1,1,21
03/24/2023,Redhill,40,Amare Quiroz,1-6,1-4,1-1,1,4,5,1,4,1,2,1,0,16
03/24/2023,Redhill,52,Oisin Vantrease,3-4,0-4,3-5,2,8,10,3,9,1,4,3,4,37
03/24/2023,Redhill,31,Solomon Janowski,0-5,0-0,1-2,2,1,3,3,1,4,2,1,0,16
03/24/2023,Redhill,25,Rasheed Redfern,,,,,,,,,,,,,DNP
03/24/2023,Redhill,33,Yannick Ulmer,1-4,1-1,1-1,1,4,5,0,4,2,0,0,1,14
03/24/2023,Redhill,10,Malachi Quiroz,,,,,,,,,,,,,DNP
03/24/2023,Redhill,05,Dedrick Doran,6-7,1-2,1-1,1,1,2,1,14,1,1,0,0,14
03/24/2023,Redhill,45,Lachlan Ostrander,1-1,0-0,0-1,0,1,1,0,2,2,1,1,0,7
03/24/2023,Redhill,24,Emeka Eklund,,,,,,,,,,,,,DNP
03/24/2023,Redhill,21,Vasil Vantrease,2-4,0-0,1-2,1,0,1,1,5,2,1,1,1,10
03/24/2023,Redhill,,TEAM,,,,1,4,5,,,,1,,,
03/24/2023,Redhill,,Totals,21-45,7-19,21-29,14,38,52,17,70,29,20,13,9,200
11/10/2023,Westmere,11,Wendell Nkemelu,8-9,2-2,2-2,2,10,12,4,20,5,1,3,1,39:40
11/10/2023,Westmere,23,Ugo Kealoha,9-9,3-5,2-2,1,3,4,3,23,5,3,0,1,22:53
11/10/2023,Westmere,21,Yannick Janowski,11-17,8-8,0-0,2,1,3,1,30,1,5,1,1,32:28
11/10/2023,Westmere,20,Priit Lomax,3-12,3-7,0-3,1,3,4,4,9,4,4,1,2,28:14
11/10/2023,Westmere,24,Kwame Stanhope,1-8,1-4,2-2,1,1,2,3,5,2,0,0,1,19:42
11/10/2023,Westmere,14,Xavier Caverly,4-5,0-1,0-2,1,1,2,1,8,1,2,0,1,12:26
11/10/2023,Westmere,13,Emeka Stanhope,4-5,1-2,0-0,1,0,1,1,9,1,1,0,0,10:19
11/10/2023,Westmere,52,Finn Kealoha,1-1,0-1,0-0,1,1,2,0,2,0,1,0,0,4:44
11/10/2023,Westmere,40,Wendell Whitlock,2-5,2-3,0-1,1,3,4,0,6,1,2,0,1,15:52
11/10/2023,Westmere,35,Dedrick Abara,0-1,0-1,0-0,0,1,1,1,0,0,1,0,0,5:56
11/10/2023,Westmere,01,Tavian Caverly,3-3,0-1,0-1,1,1,2,1,6,0,1,1,0,7:46
11/10/2023,Westmere,,TEAM,,,,0,3,3,,,,3,,,
11/10/2023,Westmere,,Totals,46-75,20-35,6-13,12,28,40,19,118,20,24,6,8,200
11/12/2023,Alderman,11,Wendell Nkemelu,4-9,1-2,2-2,1,4,5,3,11,5,2,1,2,23:54
11/12/2023,Alderman,23,Ugo Kealoha,3-5,3-5,0-0,0,9,9,2,9,9,0,3,0,39:43
11/12/2023,Alderman,21,Yannick Janowski,7-10,0-2,2-4,4,9,13,4,16,3,1,2,3,34:11
11/12/2023,Alderman,20,Priit Lomax,4-8,2-3,1-2,1,7,8,3,11,0,3,2,1,32:09
11/12/2023,Alderman,24,Kwame Stanhope,0-9,0-1,3-3,1,0,1,2,3,7,4,1,1,28:35
11/12/2023,Alderman,14,Xavier Caverly,,,,,,,,,,,,,DNP
11/12/2023,Alderman,13,Emeka Stanhope,,,,,,,,,,,,,DNP
11/12/2023,Alderman,52,Finn Kealoha,0-2,0-0,1-1,0,1,1,0,1,1,1,0,0,5:54
11/12/2023,Alderman,40,Wendell Whitlock,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:03
11/12/2023,Alderman,35,Dedrick Abara,2-4,2-2,1-1,1,2,3,1,9,1,1,0,0,8:13
11/12/2023,Alderman,01,Tavian Caverly,1-3,0-1,1-1,0,0,0,1,3,0,0,0,1,7:43
11/12/2023,Alderman,33,Cormac Ostrander,2-2,2-2,0-1,2,2,4,2,6,0,1,1,0,19:35
11/12/2023,Alderman,,TEAM,,,,1,2,3,,,,0,,,
11/12/2023,Alderman,,Totals,23-52,10-18,11-15,11,36,47,18,69,26,13,10,8,200
11/18/2023,Vantage,11,Wendell Nkemelu,7-14,3-3,4-7,5,3,8,3,21,7,5,3,2,41:38
11/18/2023,Vantage,23,Ugo Kealoha,2-7,2-4,3-3,1,0,1,4,9,5,1,1,3,25:53
11/18/2023,Vantage,21,Yannick Janowski,3-3,1-3,2-3,2,4,6,1,9,7,1,2,1,30:17
11/18/2023,Vantage,20,Priit Lomax,2-3,0-0,3-3,3,5,8,1,7,7,1,1,0,27:23
11/18/2023,Vantage,24,Kwame Stanhope,4-4,4-4,1-1,0,7,7,5,13,2,3,3,2,35:45
11/18/2023,Vantage,14,Xavier Caverly,6-7,2-2,1-1,1,1,2,0,15,0,2,1,1,15:16
11/18/2023,Vantage,13,Emeka Stanhope,,,,,,,,,,,,,DNP
11/18/2023,Vantage,52,Finn Kealoha,,,,,,,,,,,,,DNP
11/18/2023,Vantage,40,Wendell Whitlock,1-6,1-2,0-3,1,5,6,2,3,3,1,1,0,17:32
11/18/2023,Vantage,35,Dedrick Abara,0-1,0-0,0-0,1,1,2,0,0,1,0,0,1,6:10
11/18/2023,Vantage,01,Tavian Caverly,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:06
11/18/2023,Vantage,,TEAM,,,,3,3,6,,,,1,,,
11/18/2023,Vantage,,Totals,25-45,13-18,14-21,17,29,46,16,77,32,15,12,10,200
11/22/2023,Harlowe,11,Wendell Nkemelu,0-14,0-2,2-5,2,5,7,1,2,3,3,1,2,33:17
11/22/2023,Harlowe,23,Ugo Kealoha,2-8,2-3,0-0,2,1,3,1,6,2,3,1,2,17:41
11/22/2023,Harlowe,21,Yannick Janowski,5-13,2-2,1-1,3,3,6,1,13,0,2,1,1,25:17
11/22/2023,Harlowe,20,Priit Lomax,0-5,0-0,0-1,3,5,8,2,0,4,3,2,0,23:13
11/22/2023,Harlowe,24,Kwame Stanhope,0-7,0-5,3-5,2,1,3,1,3,6,0,1,2,28:39
11/22/2023,Harlowe,14,Xavier Caverly,0-5,0-3,0-1,1,3,4,2,0,3,1,0,1,13:56
11/22/2023,Harlowe,13,Emeka Stanhope,,,,,,,,,,,,,DNP
11/22/2023,Harlowe,52,Finn Kealoha,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,3:36
11/22/2023,Harlowe,40,Wendell Whitlock,5-6,2-2,1-4,3,4,7,2,13,5,0,1,0,19:01
11/22/2023,Harlowe,35,Dedrick Abara,,,,,,,,,,,,,DNP
11/22/2023,Harlowe,01,Tavian Caverly,2-2,0-1,1-1,1,2,3,1,5,0,1,0,1,8:44
11/22/2023,Harlowe,33,Cormac Ostrander,3-8,1-1,4-4,0,3,3,0,11,1,3,0,0,19:15
11/22/2023,Harlowe,45,Lachlan Abara,1-2,0-1,0-0,1,0,1,0,2,1,1,0,0,7:21
11/22/2023,Harlowe,,TEAM,,,,1,2,3,,,,3,,,
11/22/2023,Harlowe,,Totals,18-71,7-20,12-22,19,29,48,11,55,25,20,7,9,200
11/25/2023,Redhill,11,Wendell Nkemelu,13-16,1-6,2-10,5,1,6,1,29,11,3,3,1,45:40
11/25/2023,Redhill,23,Ugo Kealoha,2-3,1-1,2-5,0,2,2,0,7,0,2,1,0,24:12
11/25/2023,Redhill,21,Yannick Janowski,1-6,1-3,1-1,2,7,9,4,4,1,1,0,2,27:07
11/25/2023,Redhill,20,Priit Lomax,2-3,2-3,4-7,2,4,6,5,10,8,2,4,3,38:54
11/25/2023,Redhill,24,Kwame Stanhope,3-3,1-3,1-5,1,4,5,3,8,0,4,2,2,24:53
11/25/2023,Redhill,14,Xavier Caverly,0-11,0-3,3-3,2,6,8,1,3,1,1,2,2,21:47
11/25/2023,Redhill,13,Emeka Stanhope,1-2,1-2,0-1,1,2,3,1,3,1,0,0,1,10:05
11/25/2023,Redhill,52,Finn Kealoha,0-2,0-1,1-1,0,2,2,0,1,2,1,1,1,7:22
11/25/2023,Redhill,40,Wendell Whitlock,,,,,,,,,,,,,DNP
11/25/2023,Redhill,35,Dedrick Abara,,,,,,,,,,,,,DNP
11/25/2023,Redhill,01,Tavian Caverly,,,,,,,,,,,,,DNP
11/25/2023,Redhill,33,Cormac Ostrander,,,,,,,,,,,,,DNP
11/25/2023,Redhill,,TEAM,,,,2,2,4,,,,1,,,
11/25/2023,Redhill,,Totals,22-46,7-22,14-33,15,30,45,15,65,24,15,13,12,200
12/01/2023,Innisfree,11,Wendell Nkemelu,5-18,5-9,0-3,3,1,4,1,15,1,4,1,1,35:45
12/01/2023,Innisfree,23,Ugo Kealoha,6-11,0-0,0-1,2,4,6,1,12,5,0,0,2,22:18
12/01/2023,Innisfree,21,Yannick Janowski,2-2,1-1,4-5,3,2,5,2,9,5,2,2,1,28:04
12/01/2023,Innisfree,20,Priit Lomax,2-7,2-4,0-4,1,5,6,2,6,3,2,1,1,23:40
12/01/2023,Innisfree,24,Kwame Stanhope,4-9,0-0,2-4,3,3,6,0,10,5,3,2,1,22:25
12/01/2023,Innisfree,14,Xavier Caverly,,,,,,,,,,,,,DNP
12/01/2023,Innisfree,13,Emeka Stanhope,5-5,1-1,1-1,1,3,4,2,13,2,0,0,0,10:10
12/01/2023,Innisfree,52,Finn Kealoha,1-3,0-0,0-1,0,1,1,0,2,1,1,1,0,5:26
12/01/2023,Innisfree,40,Wendell Whitlock,2-7,1-4,0-0,1,4,5,1,5,4,3,1,1,21:30
12/01/2023,Innisfree,35,Dedrick Abara,,,,,,,,,,,,,DNP
12/01/2023,Innisfree,01,Tavian Caverly,0-2,0-2,0-1,1,3,4,1,0,3,0,1,0,11:56
12/01/2023,Innisfree,33,Cormac Ostrander,3-9,3-5,3-3,2,1,3,2,12,1,1,1,1,18:46
12/01/2023,Innisfree,,TEAM,,,,2,4,6,,,,2,,,
12/01/2023,Innisfree,,Totals,30-73,13-26,10-23,19,31,50,12,84,30,18,10,8,200
12/06/2023,Innisfree,11,Wendell Nkemelu,11-13,0-0,0-1,1,6,7,2,22,4,5,2,1,38:57
12/06/2023,Innisfree,23,Ugo Kealoha,0-5,0-5,2-2,4,4,8,0,2,7,5,0,1,31:09
12/06/2023,Innisfree,21,Yannick Janowski,7-10,1-5,3-5,6,10,16,4,18,9,5,2,2,44:09
12/06/2023,Innisfree,20,Priit Lomax,3-3,1-3,0-4,1,3,4,2,7,5,2,2,0,28:32
