Prop,Property,Property Address,Unit,SqFt,Beds,Baths,Status,Resident,Email,Lease From,Lease To,Market Rent,Rent
GRN,Greenfield Commons,1400 Greenfield Rd,B115,948,2,2,Occupied,"Danquah, Valentina",valentina.danquah@example.com,2024-12-06,2025-11-05,"$1,965.00","$1,905.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B116,"1,046",2,1,Vacant,,,,,"$1,940.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B117,"1,013",2,1.5,Occupied,"Zambrano, Clemence",clemence.zambrano@example.com,2024-12-16,2025-08-28,"1,930.00","$1,890.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B118,"1,031",2,2,Down,,,,,"1,860.00",
GRN,Greenfield Commons,1400 Greenfield Road,B119,713,1,1,Occ,"Oyelaran, Yannick",yannick.oyelaran@example.com,2026-03-17,2026-10-17,"$1,445.00","1,405.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B120,"1,042",2,2,Occupied,"Engelhardt, Rosalind",rosalind.engelhardt@mail.example.net,2026-05-18,2027-05-21,"$2,080.00","2,030.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B121,959,2,1.5,Occupied,"Quintero, Xavier",xavier.quintero@mail.example.net,11/2024,2025-06-09,"1,835.00","$1,820.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B122,947,2,2,Occupied,"Calderon, Greta",greta.calderon@example.org,2025-08-07,2026-09-06,"$1,885.00","$1,885.00"
GRN,Greenfield Commons,1400 Greenfield Road,B123,751,1,1,Occupied,"Ubaldi, Ilse",ilse.ubaldi@example.com,2025-06-28,2026-03-18,"$1,460.00","1,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B123,751,1,1,Occupied,"Danquah, Katrien",katrien.danquah@example.com,2025-07-20,2026-07-24,"1,460.00","$1,445.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B124,"1,017",2,1,Occupied,"Wexler, Amara",amara.wexler@example.com,2026-03-03,2027-04-02,"1,935.00","$1,900.00"
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,B125,694,1,1,Vacant,,,,,"1,555.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B126,778,1,1,Occupied,"Tavares, Bettina",bettina.tavares@example.com,2024-12-05,2025-06-23,"$1,615.00","1,555.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B127,,0,1,Occupied,"Oyelaran, Valentina",valentina.oyelaran@example.com,2026-02-23,2026-10-20,"$1,040.00","$1,035.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B128,"1,338",3,1,Occ,"Beaumont, Priya",priya.beaumont@mail.example.net,2026-03-17,2026-11-29,"$2,450.00","2,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B129,718,1,1,Occ,"Mwangi, Zora",zora.mwangi@example.com,2025-12-25,2026-08-02,"$1,610.00","$1,575.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B130,"1,204",3,1,Occupied,"Kowalczyk, Marisol",marisol.kowalczyk@mail.example.net,2025-06-06,2026-03-18,"$2,370.00","2,355.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B201,"1,065",2,2,Occupied,"Sorokin, Marisol",marisol.sorokin@example.org,2024-05-26,,"$2,040.00","2,010.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B202,"1,331",3,1.5,Employee,"Grierson, Wilhelmina",wilhelmina.grierson@example.com,2026-02-26,2026-09-13,"2,325.00","$2,270.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B203,"1,002",2,1.5,Occ,"Calderon, Katrien",katrien.calderon@example.org,2026-04-21,2026-10-19,"$1,830.00","$1,775.00"
GRN,Greenfield Commons,1400 Greenfield Road,B204,737,1,1,Occ,"Ishikawa, Wilhelmina",wilhelmina.ishikawa@mail.example.net,2026-06-24,,"1,625.00","$1,565.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B205,"1,059",2,1,Occupied,"Sorokin, Lachlan",lachlan.sorokin@example.com,2024-11-18,2025-11-16,"$2,050.00","$2,030.00"
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,B206,423,0,1,Occ,"Villanueva, Clemence",clemence.villanueva@example.com,2026-05-29,2027-03-26,"1,235.00","$1,220.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B207,950,2,2,Occupied,"Broussard, Joaquin",joaquin.broussard@example.com,2025-04-11,2026-01-24,"$2,020.00","$1,965.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B208,551,0,1,Notice,"Radulescu, Tamsin",tamsin.radulescu@example.com,2025-04-26,2025-11-28,"1,220.00","1,175.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B208,551,0,1,Notice,"Fontaine, Ferran",ferran.fontaine@example.com,2025-04-26,2025-11-28,"$1,220.00","1,175.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B209,"1,061",2,2,VAC,,,,,"$2,075.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B210,689,1,1,MTM,"Danquah, Hamza",hamza.danquah@example.com,2025-06-13,2025-12-22,"$1,635.00","1,600.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B211,"1,287",3,2,Notice,"Ubaldi, Joaquin",joaquin.ubaldi@example.org,2025-05-26,2025-12-03,"$2,310.00","$2,275.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B212,689,1,1,Occupied,"Ferrante, Bastien",bastien.ferrante@example.com,2025-11-09,2026-06-09,"1,655.00","1,640.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B213,701,1,1,Occ,"Grierson, Bastien",bastien.grierson@mail.example.net,2025-08-17,2026-09-06,"$1,575.00","$1,550.00"
GRN,Greenfield Commons,1400 Greenfield Road,B214,"1,301",3,2,Occupied,"Eriksen, Valentina",valentina.eriksen@example.com,2024-07-07,2025-05-01,"$2,450.00","$2,445.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B215,759,1,1,MTM,"Fontaine, Aurelio",aurelio.fontaine@mail.example.net,2026-02-18,2026-08-25,"1,465.00","1,435.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B216,,1,1,Occ,"Engelhardt, Tamsin",tamsin.engelhardt@mail.example.net,2025-02-12,2025-12-24,"1,495.00","1,435.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B217,968,2,1.5,Notice,"Engelhardt, Wilhelmina",wilhelmina.engelhardt@example.com,2026-03-06,2026-10-13,"2,060.00","2,050.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B218,"1,288",3,1.5,Occupied,"Kowalczyk, Amara",amara.kowalczyk@example.com,2026-02-18,2027-01-02,"$2,460.00","$2,455.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B219,"1,015",2,1.5,Notice,"Yoshida, Marisol",marisol.yoshida@example.com,2024-03-05,2024-09-02,"$1,910.00","$1,895.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B220,946,2,1.5,Occupied,"Ferrante, Soren",soren.ferrante@example.com,2023-07-22,2024-07-19,"2,010.00","1,930.00"
GRN,Greenfield Commons,1400 Greenfield Road,B220,946,2,1.5,Occupied,"Haddad, Aurelio",aurelio.haddad@example.com,2024-08-21,2025-03-25,"2,010.00","1,970.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B221,761,1,1,Occupied,"Eriksen, Ottilie",ottilie.eriksen@mail.example.net,04/2025,2026-01-05,"$1,525.00","$1,485.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B222,709,1,1,MTM,"Oyelaran, Elke",elke.oyelaran@example.com,2026-01-25,2026-11-25,"$1,440.00","1,440.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B223,960,2,1.5,Occupied,"Zambrano, Greta",greta.zambrano@example.com,03/2025,2025-12-14,"$2,040.00","$2,040.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B224,"1,056",2,1,Occ,"Lindgren, Greta",greta.lindgren@example.com,2024-10-23,2025-07-20,"1,970.00","$1,950.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B224,"1,056",2,1,Occ,"Lindgren, Wilhelmina",wilhelmina.lindgren@example.com,2024-10-23,2025-07-20,"1,970.00","1,950.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B225,787,1,1,Occ,"Wexler, Lachlan",lachlan.wexler@example.com,2024-08-11,2025-04-10,"$1,520.00","$1,465.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B226,695,1,1,Vacant,,,,,"$1,510.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B227,987,2,1.5,Vacant,,,,,"$1,895.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B228,,1,1,Occupied,"Radulescu, Ferran",ferran.radulescu@mail.example.net,2024-11-02,2025-11-20,"1,420.00","1,410.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B229,819,1,1,Occupied,"Quintero, Lachlan",lachlan.quintero@example.com,2026-06-16,2027-01-17,"1,640.00","$1,590.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B229,819,1,1,Occupied,"Quintero, Clemence",clemence.quintero@mail.example.net,2026-06-16,2027-01-17,"$1,640.00","$1,590.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B230,"1,072",2,2,Occupied,"Wexler, Ilse",ilse.wexler@example.com,2025-01-25,2025-09-26,"$1,925.00","$1,865.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B301,"1,037",2,1,Notice,"Calderon, Delphine",delphine.calderon@example.com,2025-04-19,2026-02-16,"$2,060.00","2,030.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B302,"1,248",3,1,Occupied,"Haddad, Valentina",valentina.haddad@example.com,2024-07-22,2025-06-26,-,"$2,290.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B303,807,1,1,Occupied,"Villanueva, Katrien",katrien.villanueva@example.com,2025-06-30,2026-04-29,"$1,505.00","$1,460.00"
GRN,Greenfield Commons,1400 Greenfield Road,B304,"1,003",2,1.5,NTV,"Quintero, Zora",zora.quintero@example.com,2025-04-17,2025-12-24,"$1,870.00","1,815.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B305,"1,063",2,1.5,Down,,,,,"2,055.00",
GRN,Greenfield Commons,1400 Greenfield Road,B306,"1,243",3,2,Occupied,"Pemberton, Clemence",clemence.pemberton@example.com,2025-02-12,2026-01-15,"2,330.00","2,275.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B307,794,1,1,VAC,,,,,-,
GRN,Greenfield Commons,1400 Greenfield Rd,B308,974,2,1,Notice,"Wexler, Delphine",delphine.wexler@example.com,2024-03-21,2025-02-19,"1,945.00","$1,900.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B309,789,1,1,Occ,"Ubaldi, Yannick",yannick.ubaldi@example.org,2026-06-14,2027-06-13,"1,510.00","1,450.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B310,,1,1,Occupied,"Beaumont, Aurelio",aurelio.beaumont@example.com,2025-08-07,2026-04-21,"1,435.00","$1,400.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B311,801,1,1,Occ,"Villanueva, Delphine",delphine.villanueva@example.org,2024-12-16,2025-08-21,"$1,520.00","$1,515.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B312,982,2,1,Occupied,"Danquah, Yannick",yannick.danquah@mail.example.net,2026-02-27,2026-11-15,"1,900.00","$1,855.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B312,982,2,1,Occupied,"Sorokin, Aurelio",aurelio.sorokin@example.com,2026-02-27,2026-11-15,"$1,900.00","$1,855.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B313,954,2,1.5,Occupied,"Wexler, Aurelio",aurelio.wexler@example.com,2024-06-07,2025-06-14,"$1,920.00","1,860.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B313,954,2,1.5,Occ,"Cisneros, Marisol",marisol.cisneros@mail.example.net,2025-07-09,2026-03-08,"$1,920.00","1,900.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B314,695,1,1,Occupied,"Jelinek, Tamsin",tamsin.jelinek@mail.example.net,2024-09-25,2025-04-07,"1,595.00","1,590.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B315,762,1,1,Occupied,"Beaumont, Soren",soren.beaumont@example.com,2025-03-25,2026-04-20,"1,415.00","$1,360.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B315,762,1,1,Occ,"Danquah, Soren",soren.danquah@example.com,2026-05-01,2027-03-18,"$1,415.00","1,400.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B316,"1,249",3,1.5,Occupied,"Radulescu, Ferran",ferran.radulescu@mail.example.net,2024-06-11,2025-05-11,"2,250.00","2,250.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B316,"1,249",3,1.5,Occupied,"Cisneros, Nadim",nadim.cisneros@example.org,2024-06-11,2025-05-11,"2,250.00","2,250.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B317,773,1,1,Notice,"Grierson, Hamza",hamza.grierson@mail.example.net,2024-10-24,2025-09-17,"$1,520.00","$1,515.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B317,773,1,1,Notice,"Ashworth, Ilse",ilse.ashworth@mail.example.net,2024-10-24,2025-09-17,"1,520.00","$1,515.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B318,684,1,1,Occ,"Kowalczyk, Nadim",nadim.kowalczyk@example.com,2025-05-06,2025-12-17,"1,630.00","$1,570.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B319,697,1,1,Occ,"Villanueva, Lachlan",lachlan.villanueva@example.com,2025-03-09,2026-03-13,"$1,655.00","$1,610.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B319,697,1,1,Occ,"Zambrano, Priya",priya.zambrano@mail.example.net,2025-03-09,2026-03-13,"1,655.00","1,610.00"
GRN,Greenfield Commons,1400 Greenfield Road,B320,"1,287",3,1,Notice,"Jelinek, Aurelio",aurelio.jelinek@example.com,2024-08-13,,"2,455.00","$2,435.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B321,524,0,1,Occupied,"Calderon, Bastien",bastien.calderon@example.com,2024-07-04,2025-06-10,"1,000.00",975.00
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B322,"1,299",3,1.5,Vacant,,,,,"2,325.00",
GRN,Greenfield Commons,1400 Greenfield Rd,B323,"1,219",3,1,MTM,"Ferrante, Ulrich",ulrich.ferrante@example.org,2024-06-21,2025-05-21,"$2,455.00","$2,445.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B324,965,2,1,Notice,"Haddad, Casimir",casimir.haddad@example.com,2024-05-12,2025-05-24,"1,980.00","1,950.00"
GRN,Greenfield Commons,1400 Greenfield Road,B325,548,0,1,Occupied,"Zambrano, Bettina",bettina.zambrano@example.com,09/2025,2026-08-29,"1,215.00","1,205.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B325,548,0,1,Occupied,"Beaumont, Katrien",katrien.beaumont@example.com,2025-09-26,2026-08-29,"1,215.00","1,205.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B326,439,0,1,MTM,"Jelinek, Dario",dario.jelinek@mail.example.net,2026-03-24,2027-03-23,"1,085.00","$1,065.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B326,439,0,1,MTM,"Fontaine, Ulrich",ulrich.fontaine@example.org,2026-03-24,2027-03-23,"1,085.00","$1,065.00"
GRN,Greenfield Commons,1400 Greenfield Road,B327,"1,295",3,1.5,Occ,"Grierson, Aurelio",aurelio.grierson@example.com,2025-08-28,2026-03-31,"$2,430.00","$2,405.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B328,769,1,1,Occupied,"Ubaldi, Elke",elke.ubaldi@example.com,2026-01-26,2026-10-18,"1,535.00","$1,485.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B328,769,1,1,Occupied,"Yoshida, Ulrich",ulrich.yoshida@example.com,2026-01-26,2026-10-18,"1,535.00","1,485.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B329,941,2,1.5,Occupied,"Pemberton, Joaquin","joaquin.pemberton@example,com",2025-03-20,2026-04-23,"$2,040.00","$2,005.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B330,800,1,1,Occupied,"Radulescu, Wilhelmina",wilhelmina.radulescu@example.org,2024-07-08,2025-01-11,"$1,440.00","$1,405.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B401,"1,272",3,2,Occupied,"Engelhardt, Amara",amara.engelhardt@example.com,2026-06-18,2027-04-24,"$2,410.00","2,375.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B402,700,1,1,Occupied,"Lindgren, Bastien",bastien.lindgren@example.org,2024-10-21,2025-09-16,"$1,640.00","1,580.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B403,685,1,1,Occ,"Jelinek, Quentin",quentin.jelinek@example.com,2026-05-27,2027-02-03,"1,490.00","1,430.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B404,716,1,1,Occupied,"Kowalczyk, Marisol",marisol.kowalczyk@example.com,2025-05-30,2026-01-20,"1,530.00","$1,480.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B405,729,1,1,Occ,"Pemberton, Quentin",quentin.pemberton@example.com,2024-12-28,2025-08-20,"$1,550.00","$1,535.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B406,"1,057",2,2,Occ,"Fontaine, Ulrich",ulrich.fontaine@mail.example.net,2025-11-05,2026-09-12,"$1,910.00","1,895.00"
GRN,Greenfield Commons,1400 Greenfield Road,B407,969,2,2,Occ,"Calderon, Hamza",hamza.calderon@example.com,2026-05-08,2027-02-27,"2,015.00","1,960.00"
GRN,Greenfield Commons,1400 Greenfield Road,B408,958,2,2,Occupied,"Broussard, Wilhelmina",wilhelmina.broussard@example.com,2025-10-24,2026-11-19,-,"$1,805.00"
GRN,Greenfield Commons,1400 Greenfield Road,B409,"1,067",2,1.5,MTM,"Lindgren, Xavier",xavier.lindgren@example.com,2025-03-17,2026-04-13,"$1,915.00","$1,905.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B410,"1,315",3,2,MTM,"Broussard, Joaquin",joaquin.broussard@example.com,2025-12-27,2026-07-05,"$2,440.00","$2,430.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B411,778,1,1,MTM,"Fontaine, Joaquin",joaquin.fontaine@example.com,2026-02-07,2026-12-21,"1,475.00","$1,450.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B412,806,1,1,Occupied,"Grierson, Aurelio",aurelio.grierson@mail.example.net,2024-07-18,2025-06-22,"1,595.00","$1,570.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B413,740,1,1,Occ,"Jelinek, Marisol",marisol.jelinek@mail.example.net,2025-01-20,2026-02-09,"1,535.00","$1,480.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B414,"1,055",2,1.5,Vacant-Ready,,,,,"$1,940.00",
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,B415,"1,332",3,2,Occupied,"Ubaldi, Xavier",xavier.ubaldi@example.com,2024-12-30,2025-09-02,"2,280.00","2,255.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B416,"1,312",3,2,Occupied,"Cisneros, Bettina",bettina.cisneros@mail.example.net,2025-03-27,2025-10-16,"2,445.00","$2,405.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B417,704,1,1,NTV,"Dupont, Tamsin",tamsin.dupont@example.com,2026-04-21,2026-12-23,"$1,610.00","1,580.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B418,"1,025",2,2,Occupied,"Eriksen, Ferran",ferran.eriksen@example.com,07/2025,2026-05-06,"1,970.00","$1,935.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B419,"1,036",2,2,Occupied,"Yoshida, Rosalind",rosalind.yoshida@example.com,2026-03-24,2027-03-10,"$1,895.00","1,850.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B420,"1,287",3,1,MTM,"Eriksen, Zora",zora.eriksen@example.com,2024-04-22,2025-01-31,"$2,370.00","$2,340.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B421,"1,076",2,1.5,Vacant-Ready,,,,,"1,995.00",
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,B422,955,2,1.5,Occupied,"Ashworth, Aurelio",aurelio.ashworth@example.org,2025-10-07,2026-10-03,"$1,890.00","$1,890.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B423,750,1,1,Notice,"Kowalczyk, Bastien",bastien.kowalczyk@mail.example.net,2024-12-30,2026-01-20,"$1,445.00","$1,410.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B424,"1,054",2,2,Notice,"Calderon, Katrien",katrien.calderon@example.org,2025-12-25,2027-01-19,"1,825.00","$1,795.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B425,743,1,1,Occupied,"Tavares, Aurelio",aurelio.tavares@example.com,2025-01-06,,"1,610.00","1,595.00"
GRN,Greenfield Commons,1400 Greenfield Road,B426,551,0,1,Down,,,,,"$1,095.00",
GRN,Greenfield Commons,1400 Greenfield Road,B427,"1,017",2,1.5,Occ,"Wexler, Hamza",hamza.wexler@example.com,2025-01-10,,"$1,825.00","1,795.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B428,"1,035",2,1.5,MTM,"Grierson, Bettina",bettina.grierson@example.com,2025-11-30,2026-09-01,"1,925.00","$1,890.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B428,"1,035",2,1.5,MTM,"Engelhardt, Priya",priya.engelhardt@example.com,2025-11-30,2026-09-01,"$1,925.00","1,890.00"
GRN,Greenfield Commons,1400 Greenfield Rd,B429,512,0,1,Occupied,"Ferrante, Lachlan",lachlan.ferrante@example.com,2023-12-16,2024-11-29,"1,030.00",$935.00
GRN,Greenfield Commons,1400 Greenfield Rd,B429,512,0,1,Occupied,"Broussard, Hamza",hamza.broussard@example.org,2024-12-24,2026-01-15,"$1,030.00",$975.00
GRN,Greenfield Commons,1400 Greenfield Rd,B430,988,2,1,Occ,"Broussard, Greta",greta.broussard@mail.example.net,2025-02-07,2025-12-30,"1,935.00","$1,905.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C101,716,1,1,MTM,"Mwangi, Elke",elke.mwangi@example.com,2025-05-04,2026-06-08,"$1,415.00","1,410.00"
GRN,Greenfield Commons,1400 Greenfield Road,C102,"1,080",2,2,Occupied,"Radulescu, Nadim",nadim.radulescu@mail.example.net,2026-05-07,2027-01-28,"$2,070.00","$2,055.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C103,817,1,1,NTV,"Haddad, Zora",zora.haddad@example.com,2024-03-04,2025-04-01,"$1,445.00","$1,425.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C104,"1,033",2,2,Notice,"Ishikawa, Delphine",delphine.ishikawa@example.com,2025-09-15,2026-09-05,"$1,830.00","$1,805.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C105,957,2,1.5,Occupied,"Lindgren, Amara",amara.lindgren@example.org,2024-09-29,2025-08-29,"$2,055.00","2,010.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,C105,957,2,1.5,Occupied,"Nakamura, Hamza",hamza.nakamura@example.com,2024-09-29,2025-08-29,"2,055.00","$2,010.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C106,460,0,1,Occupied,"Dupont, Hamza",hamza.dupont@mail.example.net,2026-07-02,2027-05-01,"1,005.00","$1,000.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C107,800,1,1,Occupied,"Villanueva, Bastien",bastien.villanueva@example.com,2024-12-29,2025-10-30,"1,570.00","$1,540.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C108,961,2,1.5,Notice,"Fontaine, Ilse",ilse.fontaine@mail.example.net,2024-04-14,2025-02-13,"1,870.00","$1,815.00"
GRN,Greenfield Commons,1400 Greenfield Road,C109,"1,068",2,1.5,Occupied,"Calderon, Greta",greta.calderon@mail.example.net,2024-07-15,2025-05-21,"$1,825.00","$1,770.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C109,"1,068",2,1.5,Occupied,"Dupont, Yannick",yannick.dupont@example.com,2025-06-24,2026-05-19,"1,825.00","$1,810.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C110,"1,054",2,1.5,Vacant,,,,,"$2,020.00",
GRN,Greenfield Commons,1400 Greenfield Rd,C111,475,0,1,Occupied,"Jelinek, Joaquin",joaquin.jelinek@example.com,2025-08-20,2026-09-22,"$1,175.00","$1,130.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C112,"1,014",2,2,MTM,"Pemberton, Marisol",marisol.pemberton@mail.example.net,2025-10-27,2026-11-04,"1,920.00","$1,895.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C113,757,1,1,Occupied,"Cisneros, Dario",dario.cisneros@example.com,2024-06-02,2025-04-18,"1,645.00","1,640.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C114,"1,278",3,2,MTM,"Quintero, Aurelio",aurelio.quintero@example.com,2025-05-04,,"$2,425.00","$2,395.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C115,"1,058",2,1.5,NTV,"Nakamura, Tamsin",tamsin.nakamura@example.com,2025-12-26,2026-08-23,"1,945.00","$1,915.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C116,953,2,2,Occupied,"Ubaldi, Clemence",clemence.ubaldi@example.org,2026-05-11,2026-12-14,"2,035.00","1,985.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C117,767,1,1,Notice,"Calderon, Lachlan",lachlan.calderon@example.org,2025-08-31,2026-07-31,"$1,615.00","$1,570.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C118,760,1,1,Occupied,"Ferrante, Joaquin",joaquin.ferrante@example.org,2024-11-20,2025-09-29,"$1,580.00","$1,485.00"
GRN,Greenfield Commons,1400 Greenfield Road,C118,760,1,1,Occupied,"Grierson, Bastien",bastien.grierson@example.org,2025-11-05,2026-05-12,"$1,580.00","1,525.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C119,"1,328",3,2,Notice,"Ferrante, Ulrich",ulrich.ferrante@example.com,2024-03-28,2025-03-22,"$2,255.00","$2,255.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,C120,724,1,1,Occupied,"Haddad, Zora","zora.haddad@example,com",2024-10-02,2025-06-13,"$1,605.00","$1,605.00"
