Policy Number,Trans Code,Trans Date,Policy Eff Date,Policy Exp Date,LOB Code,Policy Holder Name,Carrier,Bill Type,Premium,Comm Percent,Comm Amount,Producer Code
KC1153023,N/B,2023-08-03,2023-08-09,2024-08-08,CAUTO,"Halvorsen Landscaping, Co",Kemwood,D,35960.21,12,4315.23,HFN-11
KC4107692,NEW,2023-08-03,2023-08-19,2024-08-18,Comm Prop,"Bramble Machine Works, LLC",Kemwood Casualty,Direct Bill,42232.16,12.5,5279.02,HFN-04
SFM43701039,New Business,2023-08-05,2023-08-12,08/11/2024,Comm Auto,"Wexler Electrical, Corp",STANWICK F&M,DB,63293.83,15,9494.07,MCL-01
PI-4852208,PCH,2023-08-05,2023-08-05,2024-03-26,Commercial Property,"Bramble Electrical, Co",Pelham Ind.,Direct,"$10,505.70",12.5,1313.21,HFN-11
SFM78392762,NBS,2023-08-05,2023-08-16,08/15/2024,Auto,Emeric Adeyemi,Stanwick F & M,Direct,782.39,20,156.48,HFN-11
SFM92509992,NBS,2023-08-06,2023-08-23,08/22/2024,BAUTO,RENNICK MILLWORK INC,STANWICK F&M,Direct Bill,"$71,773.06",12,"8,612.77",MCL-01
PI-1448825,NEW,2023-08-07,2023-08-25,2024-08-24,HOME,Amara Oyelaran,Pelham Indemnity Group,Agency Bill,"1,458.69",,$255.27,GBY-22
NS-480218,Policy Change,2023-08-08,2023-08-01,,Umbrella,"Calloway Haulage, LLC",NORTHGATE SPEC,DB,245.48,12.5,30.69,MCL-01
AM-75109662,PCH,2023-08-09,2023-08-03,2024-01-12,HO,Freya Mercier,Ardsley Mutual,Direct Bill,162.59,15%,24.39,MCL-15
NS-443460,NBS,2023-08-10,2023-08-19,2024-08-18,WORKERS COMPENSATION,KOWALCZYK HAULAGE LLC,NORTHGATE SPEC,A,22835.65,10,2283.57,HFN-04
NS-842675,PCH,2023-08-11,2023-08-06,2024-05-15,Personal Auto,Yolanda Aldridge,NORTHGATE SPEC,Direct,302.43,10%,30.24,TRW-02
KC2536896,NBS,2023-08-12,08/18/2023,2024-08-17,UMB,"Underhill Haulage, Co",KEMWOOD CAS,A,28999.97,10,"2,900.00",HFN-04
PI-4922215,NBS,2023-08-13,08/25/2023,08/24/2024,WORK,Calloway Bakery,PELHAM IND,A,4853.04,0.175,$849.28,HFN-11
SFM91122535,NEW,2023-08-15,2023-08-22,2024-08-21,Workers Comp,"Halvorsen Foundry, LLC",STANWICK F&M,Direct,"17,888.75",15,2683.31,TRW-08
VN523842487,New Business,2023-08-16,08/25/2023,2024-08-24,Commercial Auto,"Whitcomb Excavating, LLC",Valebrook National,Agency Bill,"11,354.79",15,"1,703.22",GBY-06
NS-146730,Endorsement,2023-08-18,08/10/2023,2024-02-17,PROP,"Boyne Auto Body, Inc",Northgate Specialty,Agency Bill,"$5,526.66",,1105.33,GBY-22
VN247075557,endorsement,2023-08-18,2023-08-12,,UMBR,"Ferraro Fabrication, LLC",Valebrook,A,"$8,866.86",0.15,1330.03,MCL-01
KC7133275,NEW,2023-08-19,2023-08-29,2024-08-28,Gen Liab,PETROSSIAN FOUNDRY LLC,Kemwood Casualty,A,"$20,781.39",15,3117.21,TRW-02
NS-842675,Cancellation,2023-08-19,2023-08-18,,Auto,Yolanda Aldridge,Northgate Specialty Lines,D,-1429.49,10%,-142.95,TRW-02
NS-180852,PCH,2023-08-20,2023-08-20,,CGL,"Petrossian Printing, Co",Northgate Specialty Lines,DB,"$1,171.57",15,175.74,MCL-01
SFM26542511,PCH,2023-08-21,2023-08-17,,BAUTO,"Arbogast Foundry, Inc",STANWICK F&M,A,$929.58,15,$139.44,GBY-06
NS-244706,Cancellation,2023-08-23,2023-08-12,,HO3,Marguerite Petrakis,NORTHGATE SPEC,Agency,-503.34,10,-50.33,TRW-08
SFM85706852,Policy Change,2023-08-23,2023-08-22,,BAUTO,LINDQVIST FREIGHT LTD,Stanwick F & M,A,5766.68,15,$865.00,MCL-01
NS-034452,Endorsement,2023-08-23,2023-08-16,12/15/2023,PPA,Terrence Wojcik,Northgate Specialty,Direct,-41.28,0.15,-6.19,HFN-04
SFM85737426,New Business,2023-08-24,2023-09-03,2024-03-03,Personal Auto,"Guerrero, Osman",Stanwick Fire & Marine,A,$553.50,15,83.03,MCL-01
NS-096203,endorsement,2023-08-26,2023-08-18,05/14/2024,Commercial Property,"Bramble Plumbing & Heating, Inc",NORTHGATE SPEC,Agency Bill,1928.35,12,231.4,
VN867623526,NBS,2023-08-26,2023-08-31,08/30/2024,Gen Liab,RENNICK PLUMBING AND HEATING CO,Valebrook,AB,"$6,416.71",.1,641.67,MCL-15
NS-165941,NBS,2023-08-28,2023-09-03,09/02/2024,General Liability,"Ferraro Dairy, Co",Northgate Specialty Lines,Agency Bill,32851.88,10,3285.19,MCL-15
NS-146730,PCH,2023-08-30,2023-08-21,2024-02-17,PROP,"Boyne Auto Body, Inc",Northgate Specialty,AB,9998.26,.2,"$1,999.65",GBY-22
AM-05462841,PCH,2023-08-31,2023-08-29,,CAUTO,"Petrossian Foundry, LLC",Ardsley Mutual,DB,"2,076.80",17.5,$363.44,MCL-01
SFM97075609,Endorsement,2023-08-31,2023-08-22,05/14/2024,PPA,"Thorne, Rutger",Stanwick F & M,AGENCY BILL,-151.58,17.5,-26.53,MCL-01
SFM66063802,PCH,2023-09-01,2023-09-01,2023-12-12,HO,Beatriz Sturgeon,Stanwick F & M,A,$202.81,15,30.42,MCL-15
PI-9706615,NEW,2023-09-02,2023-09-10,2024-09-09,WORK,"Petrossian Plumbing & Heating, Co",PELHAM IND,Agency,30019.62,10,"$3,001.96",GBY-22
SFM67952841,PCH,2023-09-03,2023-08-25,2024-03-14,Commercial Auto,"Kowalczyk Cold Storage, Corp",Stanwick Fire & Marine,Agency Bill,9842.36,12.5,1230.3,GBY-22
NS-752722,New Business,2023-09-04,2023-09-21,2024-09-20,CAUTO,"Underhill Auto Body, LLC",NORTHGATE SPEC,Direct Bill,"16,251.94",15,2437.79,GBY-22
NS-075585,PCH,2023-09-04,2023-08-29,2024-08-06,Workers Comp,"Boyne Plumbing & Heating, Co",NORTHGATE SPEC,Direct Bill,1566.9,12,188.03,
NS-268979,New Business,2023-09-04,2023-09-07,2024-03-07,PAUTO,Bartholomew Thorne,Northgate Specialty,D,3052.08,12,366.25,GBY-06
SFM91793064,NBS,2023-09-05,09/23/2023,2024-09-22,Comm Umbrella,"Kowalczyk Cabinetry, LLC",Stanwick Fire & Marine,Direct,65203.81,15,"$9,780.57",
NS-512979,NBS,2023-09-07,2023-09-09,2024-09-08,HOME,Marguerite Castellanos,Northgate Specialty Lines,Agency Bill,"1,391.82",0.175,243.57,MCL-01
KC9425453,NBS,2023-09-07,2023-09-20,2024-09-19,General Liability,"Wexler Contracting, Ltd",Kemwood Casualty Co,D,17955.52,10,"1,795.55",GBY-06
PI-9330633,New Business,2023-09-09,2023-09-26,2024-09-25,Personal Auto,Vidal Wojcik,Pelham Indemnity,Direct Bill,1035.47,15,$155.32,GBY-22
SFM72654513,New Business,2023-09-12,09/15/2023,2024-09-14,PAUTO,Freya Novotny,STANWICK F&M,A,1159.46,12.5,$144.93,
VN252744419,NBS,2023-09-12,2023-09-14,2024-09-13,Work Comp,Fairweather Cabinetry,Valebrook,D,39062.36,20,"7,812.47",MCL-15
NS-327166,PCH,2023-09-12,2023-09-11,2024-06-27,GL,Tolliver Machine Works,NORTHGATE SPEC,A,-$884.76,17.5,-154.83,TRW-02
PI-3758326,Policy Change,2023-09-12,2023-09-03,,Work Comp,"Delacroix Cold Storage, Ltd",Pelham Indemnity,DB,"$1,495.37",.2,299.07,TRW-02
AM-80481190,Cancellation,2023-09-14,2023-09-08,,Work Comp,"Rennick Millwork, LLC",Ardsley Mutual Insurance Company,Agency Bill,-11793.7,10,-1179.37,
NS-541540,NBS,2023-09-14,2023-09-24,2024-09-23,HOME,Casimir Castellanos,Northgate Specialty,DB,1592.77,17.5,278.73,TRW-02
PI-9064826,Renewal,2023-09-14,2023-09-18,2024-03-18,HOME,Noor Sandoval,Pelham Indemnity Group,Direct,"$3,526.23",12,423.15,HFN-11
NS-284475,PCH,2023-09-15,09/13/2023,,UMBR,"Underhill Freight, LLC",NORTHGATE SPEC,DB,-$730.46,12,-$87.66,HFN-11
AM-26316568,END,2023-09-16,2023-09-07,,PAUTO,Freya Falkenrath,ARDSLEY MUTUAL INS CO,Agency Bill,-$152.35,12,-18.28,GBY-06
PI-0221339,endorsement,2023-09-16,2023-09-07,2024-02-13,BAUTO,"Fairweather Excavating, Corp",PELHAM IND,A,2010.09,10%,201.01,MCL-15
SFM66063802,END,2023-09-17,2023-09-09,12/12/2023,Homeowners,Beatriz Sturgeon,Stanwick Fire & Marine,AGENCY BILL,$201.73,.15,30.26,MCL-15
NS-456996,END,2023-09-18,2023-09-09,,General Liability,"Nyquist Cold Storage, LLC",NORTHGATE SPEC,A,2244.12,20,$448.82,GBY-06
KC2428106,New Business,2023-09-18,2023-10-06,2024-10-05,PROP,"Fairweather Freight, LLC",KEMWOOD CAS,Direct Bill,13227.02,0.2,"2,645.40",HFN-11
VN700852441,New Business,2023-09-19,2023-10-05,2024-10-04,Work Comp,DELACROIX CONTRACTING LTD,Valebrook National,A,11059.95,15,1658.99,GBY-22
KC8698245,PCH,2023-09-20,2023-09-16,,PROP,Halvorsen Cabinetry,Kemwood Casualty,Agency,"-$6,010.28",15,-$901.54,HFN-11
VN474291550,New Business,2023-09-21,2023-09-24,2024-09-23,CAUTO,BRAMBLE CONTRACTING LLC,Valebrook Nat'l,AB,8989.64,0.125,1123.71,MCL-01
PI-1311432,NBS,2023-09-21,2023-10-01,2024-09-30,General Liability,"Kowalczyk Landscaping, LLC",PELHAM IND,DB,"$64,667.56",15,"9,700.13",MCL-01
NS-480572,END,2023-09-24,2023-09-15,,HO3,Beatriz Petrakis,Northgate Specialty Lines,Direct Bill,630.67,17.5,110.37,TRW-02
AM-75109662,XLC,2023-09-25,2023-09-24,,HOME,Freya Mercier,Ardsley Mutual,D,-782.5,15,-117.37,MCL-15
KC4057722,NBS,2023-09-28,2023-10-13,2024-10-12,Comm Prop,"Nyquist Excavating, Co",KEMWOOD CAS,AB,20454.75,20,4090.95,TRW-08
VN638171232,New Business,2023-09-28,2023-10-10,2024-10-09,PROP,"Tolliver Excavating, LLC",Valebrook National,A,33351.68,12,4002.2,HFN-04
SFM00447308,NBS,2023-09-29,2023-10-07,2024-10-06,PAUTO,Solveig Halloran,Stanwick Fire & Marine,Direct,835.36,.15,125.3,TRW-08
PI-3467270,NBS,2023-09-29,2023-10-15,2024-10-14,Commercial Auto,"Bramble Auto Body, Co",Pelham Ind.,AB,55636.49,12,"6,676.38",HFN-11
KC1422366,NEW,2023-09-30,2023-10-07,2024-10-06,Homeowners,Emeric Sandoval,Kemwood Casualty,DB,1278.02,12,$153.36,MCL-01
SFM86423846,PCH,2023-09-30,2023-09-22,,Homeowners,Osman Castellanos,Stanwick Fire & Marine,D,-69.88,20,-13.98,MCL-01
KC5748540,endorsement,2023-10-03,2023-09-26,2024-07-30,Auto,Terrence Aldridge,KEMWOOD CAS,Direct,-$35.34,15,-5.3,MCL-01
PI-2377847,NBS,2023-10-05,2023-10-08,2024-10-07,Comm Auto,HALVORSEN WELDING,Pelham Ind.,D,"$7,521.26",.15,1128.19,
KC8468750,NEW,2023-10-06,2023-10-13,2024-10-12,CGL,"Fairweather Fabrication, LLC",Kemwood Casualty Co,AB,17692.85,.1,1769.29,
NS-781273,Endorsement,2023-10-10,2023-10-08,06/04/2024,Umbrella,Renfro Contracting,NORTHGATE SPEC,DB,-4458.02,10,-445.8,MCL-15
SFM43701039,Policy Change,2023-10-11,2023-10-11,,BAUTO,"Wexler Electrical, Corp",Stanwick Fire & Marine,DIRECT BILL,-7869.65,15,"-1,180.45",MCL-01
SFM45435178,NBS,2023-10-11,10/29/2023,2024-10-28,Auto,Malachy Guerrero,Stanwick F & M,Agency,"2,124.02",17.5,371.7,TRW-08
SFM76988811,END,2023-10-12,2023-10-06,,WORK,"Boyne Machine Works, LLC",Stanwick Fire & Marine,A,-269.1,.12,-32.29,HFN-04
PI-3189397,NBS,2023-10-13,10/24/2023,2024-10-23,General Liability,"Rennick Landscaping, Co",Pelham Indemnity,Direct,22661.44,.1,2266.14,MCL-01
SFM78392762,PCH,2023-10-15,2023-10-14,2024-08-15,Auto,Emeric Adeyemi,Stanwick Fire & Marine,Direct Bill,$132.69,.2,26.54,HFN-11
AM-90991103,NEW,2023-10-16,10/30/2023,2024-10-29,Auto,Yolanda Guerrero,Ardsley Mut,AB,1800.55,12%,216.07,HFN-11
VN689086545,New Business,2023-10-16,2023-10-26,2024-04-25,HO3,Noor Halloran,Valebrook National,D,553.73,15,$83.06,MCL-01
NS-067119,PCH,2023-10-16,2023-10-12,2024-07-28,Commercial Property,MARCHETTI MILLWORK CORP,Northgate Specialty,AB,-356.37,20,-71.27,HFN-11
VN520367901,PCH,2023-10-16,2023-10-08,,HO3,Noor Lindgren,Valebrook National,D,$156.41,12.5,19.55,GBY-06
KC9408633,NEW,2023-10-17,2023-11-02,2024-11-01,WORKERS COMPENSATION,"Ostrander Roofing, Co",KEMWOOD CAS,D,"$58,784.58",10%,5878.46,HFN-04
SFM03370283,New Business,2023-10-17,2023-10-20,10/19/2024,PROP,"Whitcomb Printing, LLC",Stanwick Fire and Marine,Agency Bill,"$27,960.87",12%,3355.3,HFN-04
SFM00539905,Policy Change,2023-10-17,10/10/2023,,WORK,Calloway Haulage,Stanwick F & M,Direct Bill,"8,290.75",20,"$1,658.15",MCL-01
NS-781273,PCH,2023-10-21,2023-10-21,,UMB,RENFRO CONTRACTING,Northgate Specialty Lines,D,10753.43,0.1,"$1,075.34",MCL-15
NS-480572,PCH,2023-10-22,10/17/2023,2024-02-14,HOME,Beatriz Petrakis,Northgate Specialty,Direct,306.14,17.5,53.57,TRW-02
SFM74503518,N/B,2023-10-24,2023-10-30,2024-10-29,BAUTO,"Rennick Plumbing & Heating, Inc",STANWICK F&M,A,"39,705.55",15,5955.83,GBY-06
VN415713182,endorsement,2023-10-25,2023-10-17,2024-04-20,General Liability,"Wexler Freight, LLC",Valebrook National,A,"$5,933.24",15,889.99,TRW-02
PI-9580827,NEW,2023-10-26,10/30/2023,2024-10-29,CGL,Underhill Dairy,Pelham Indemnity Group,Agency Bill,"13,813.47",10,1381.35,GBY-22
SFM79387086,NBS,2023-10-27,10/28/2023,10/27/2024,Commercial Auto,Petrossian Foundry,Stanwick Fire and Marine,Direct,"$15,754.70",15,2363.21,MCL-01
SFM54918094,PCH,2023-10-27,2023-10-21,2024-01-14,GL,"Nyquist Contracting, Inc",STANWICK F&M,AGENCY BILL,"$1,455.19",15,218.28,HFN-04
VN036993785,New Business,2023-10-27,2023-11-14,11/13/2024,Commercial Property,"Delacroix Roofing, Co",Valebrook National,DIRECT BILL,"$5,212.11",15%,781.82,GBY-22
NS-067119,CAN,2023-10-27,2023-10-23,,Comm Prop,"Marchetti Millwork, Corp",Northgate Specialty,A,-4945.92,20,-989.18,HFN-11
VN801444081,N/B,2023-10-27,2023-10-30,2024-10-29,WORK,PETROSSIAN CABINETRY INC,Valebrook,Agency Bill,46802.14,17.5,8190.37,HFN-11
PI-9064826,Cancellation,2023-10-28,10/21/2023,,HOME,Noor Sandoval,Pelham Indemnity,D,-2886.86,12,-346.42,HFN-11
VN332954960,PCH,2023-10-31,2023-10-23,2024-05-18,GL,"Standish Roofing, Inc",Valebrook,Agency Bill,"$1,804.96",10,180.5,TRW-08
NS-517093,PCH,2023-10-31,2023-10-22,03/08/2024,CGL,Dupree Fabrication,NORTHGATE SPEC,Direct Bill,-$391.00,15,-58.65,MCL-15
SFM12576352,Cancel,2023-10-31,2023-10-21,,Commercial Auto,"Bramble Welding, LLC",Stanwick Fire & Marine,A,-11483.54,15,-1722.53,MCL-15
VN551602567,NBS,2023-11-01,2023-11-06,2024-11-05,Umbrella,"Standish Cold Storage, Co",Valebrook Nat'l,AB,"$63,136.88",12,"$7,576.43",TRW-08
KC2476920,Endorsement,2023-11-01,2023-10-24,,Commercial Property,"Trask Produce, LLC",Kemwood Casualty Co,AGENCY BILL,-10333.7,15,-1550.05,HFN-11
PI-4922215,PCH,2023-11-02,2023-10-26,,WORK,Calloway Bakery,PELHAM IND,A,159.85,17.5,27.97,HFN-11
SFM71391815,New Business,2023-11-02,2023-11-15,2024-11-14,UMBR,"Calloway Roofing, Ltd",Stanwick F & M,Agency Bill,38269.49,15,5740.42,HFN-11
PI-6742761,NEW,2023-11-04,2023-11-15,2024-11-14,General Liability,"Ashby Foundry, LLC",Pelham Indemnity,A,41489.61,12.5,"5,186.20",MCL-01
KC6956281,NBS,2023-11-04,2023-11-08,2024-11-07,Comm Prop,"Kowalczyk Excavating, Inc",Kemwood Casualty,Direct,6515.83,17.5,1140.27,MCL-01
VN277640268,NBS,2023-11-05,2023-11-09,2024-11-08,Homeowners,Osman Lindgren,Valebrook National,D,"$3,183.27",15%,$477.49,
SFM32516822,New Business,2023-11-05,2023-11-05,2024-11-04,CGL,"Calloway Haulage, Corp",Stanwick Fire and Marine,D,"44,869.25",10,"$4,486.93",HFN-11
AM-32095413,PCH,2023-11-06,2023-10-31,2024-05-01,UMB,Standish Electrical,Ardsley Mutual Insurance Company,AGENCY BILL,"-$3,135.30",17.5%,-548.68,GBY-06
KC2536896,PCH,2023-11-06,2023-11-02,2024-08-17,UMB,"Underhill Haulage, Co",Kemwood Casualty Co,AB,-1483,10,-148.30,HFN-04
NS-067119,REI,2023-11-06,2023-11-13,2024-07-28,Commercial Property,"Marchetti Millwork, Corp",Northgate Specialty Lines,Agency Bill,"4,945.92",.2,989.18,HFN-11
VN413107115,New Business,2023-11-06,2023-11-24,2024-11-23,GL,Fairweather Foundry,Valebrook,Direct,4631.75,15,694.76,TRW-02
SFM85737426,Cancellation,2023-11-07,2023-10-27,,PAUTO,Osman Guerrero,Stanwick Fire & Marine,Agency,-389.27,0.15,-$58.39,MCL-01
VN921739236,N/B,2023-11-08,2023-11-26,2024-11-25,WORK,"Petrossian Contracting, Corp",Valebrook Nat'l,Direct,70223.22,10,"7,022.32",MCL-01
SFM32552599,New Business,2023-11-09,2023-11-14,2024-11-13,Work Comp,"Petrossian Millwork, LLC",Stanwick Fire & Marine,A,"$23,767.25",15%,"3,565.09",MCL-15
NS-268979,PCH,2023-11-09,2023-11-05,2024-03-07,PAUTO,"Thorne, Bartholomew",Northgate Specialty,Direct,-485.76,12,-58.29,GBY-06
SFM25420792,Policy Change,2023-11-10,2023-11-10,2023-12-22,HO,Priya Wojcik,Stanwick Fire and Marine,Agency Bill,$218.16,15,32.72,TRW-02
SFM54918094,PCH,2023-11-10,2023-11-04,2024-01-14,General Liability,"Nyquist Contracting, Inc",STANWICK F&M,AB,3716.08,0.15,557.41,HFN-04
PI-3312302,NBS,2023-11-10,2023-11-18,2024-11-17,Homeowners,Priya Nakagawa,Pelham Indemnity Group,D,1848.01,15,$277.20,TRW-02
PI-4377229,Endorsement,2023-11-10,2023-11-03,,PROP,TOLLIVER CABINETRY CORP,Pelham Indemnity Group,D,"$6,860.22",12.5,$857.53,MCL-01
AM-69651506,NBS,2023-11-10,2023-11-20,2024-11-19,HO3,Yolanda Guerrero,Ardsley Mutual,Direct,"$3,883.98",0.175,679.70,TRW-02
SFM42897553,Endorsement,2023-11-11,2023-11-10,,GL,"Kessler Haulage, LLC",Stanwick F & M,A,144.24,12.5,18.03,GBY-06
SFM95382168,New Business,2023-11-12,11/29/2023,2024-11-28,Workers Comp,"Standish Haulage, Inc",Stanwick F & M,DIRECT BILL,"31,363.75",10,"3,136.38",TRW-08
PI-7596983,New Business,2023-11-12,2023-11-25,2024-11-24,CPROP,"Ostrander Freight, LLC",PELHAM IND,AB,44115.1,15,6617.27,HFN-11
PI-3210456,NBS,2023-11-12,2023-11-24,2024-11-23,HOME,Rutger Petrakis,Pelham Indemnity Group,D,1788.55,15,268.28,TRW-08
AM-13687901,NBS,2023-11-14,2023-11-16,2024-11-15,General Liability,LINDQVIST DAIRY INC,Ardsley Mut,A,"41,715.61",17.5,7300.23,TRW-08
NS-517093,Policy Change,2023-11-15,2023-11-09,2024-03-08,General Liability,Dupree Fabrication,Northgate Specialty,Direct,-$140.27,.15,-21.04,MCL-15
AM-86516015,New Business,2023-11-16,2023-12-03,2024-12-02,Workers Comp,"Kowalczyk Landscaping, Co",Ardsley Mutual,Agency Bill,38024.58,15,5703.69,GBY-22
VN689086545,END,2023-11-18,2023-11-18,,HO3,Noor Halloran,Valebrook National,DB,85.65,15,12.85,MCL-01
KC2455065,NEW,2023-11-18,2023-11-18,2024-11-17,UMBR,"Wexler Cabinetry, LLC",Kemwood,A,67081.85,0.15,10062.28,GBY-22
AM-04050375,N/B,2023-11-19,2023-12-05,2024-12-04,Commercial Property,"Petrossian Freight, Corp",Ardsley Mut,Direct,61107.45,15,"$9,166.12",GBY-22
PI-2083724,NEW,2023-11-19,2023-12-06,2024-12-05,Commercial Auto,"Fairweather Roofing, LLC",PELHAM IND,D,6248.65,10,624.87,HFN-11
PI-5837471,New Business,2023-11-20,2023-11-29,2024-11-28,BAUTO,Bramble Cabinetry,Pelham Indemnity Group,Direct Bill,"7,260.12",12,$871.21,GBY-22
VN158776131,endorsement,2023-11-20,2023-11-12,2024-05-24,PAUTO,Rutger Lindgren,Valebrook,Direct Bill,-209.44,12.5,-26.18,GBY-22
AM-46204926,Renewal,2023-11-20,2023-12-04,06/03/2024,Auto,Josefa Vasquez,Ardsley Mutual,DIRECT BILL,2115.54,0.15,317.33,TRW-02
VN153536567,N/B,2023-11-23,12/02/2023,2024-12-01,UMB,"Calloway Roofing, LLC",Valebrook National,A,"$71,907.77",15,10786.17,MCL-01
VN520367901,endorsement,2023-11-23,2023-11-18,2023-12-09,HOME,"Lindgren, Noor",Valebrook National,Direct Bill,-$246.87,12.5,-30.86,GBY-06
SFM26449424,New Business,2023-11-26,11/27/2023,2024-11-26,Comm Auto,"Trask Roofing, LLC",Stanwick F & M,Agency Bill,"$4,969.83",20,993.97,MCL-01
AM-63984602,NBS,2023-11-26,2023-11-27,2024-11-26,HO,Yolanda Vasquez,Ardsley Mutual,Direct Bill,$996.19,20,$199.24,TRW-08
NS-074979,XLC,2023-11-26,2023-11-15,,Workers Comp,"Dupree Millwork, LLC",Northgate Specialty,AGENCY BILL,-948.46,10,-94.85,
KC4883260,New Business,2023-11-26,2023-12-10,2024-12-09,GL,Lindqvist Freight,KEMWOOD CAS,AB,2922.52,10,292.25,GBY-06
SFM90091558,NBS,2023-11-27,2023-12-14,2024-12-13,CGL,Halvorsen Welding,Stanwick Fire & Marine,Direct Bill,-4180.5,15,-627.08,
VN689086545,Cancellation,2023-11-27,2023-11-21,,HO3,Noor Halloran,Valebrook National,Direct,-$474.63,15,-$71.19,MCL-01
AM-24526118,NBS,2023-11-27,2023-11-27,11/26/2024,PROP,"Delacroix Freight, Co",ARDSLEY MUTUAL INS CO,A,1923.93,10,192.39,HFN-11
KC7563931,New Business,2023-11-28,2023-12-07,2024-12-06,CPROP,"Trask Foundry, Inc",Kemwood,AB,49382.54,15,7407.38,MCL-15
NS-510517,New Business,2023-11-29,2023-12-11,2024-12-10,WORK,"Wexler Excavating, Inc",Northgate Specialty,Direct,57257.28,12,6870.87,TRW-08
SFM25420792,PCH,2023-11-29,2023-11-26,,Homeowners,Priya Wojcik,Stanwick Fire & Marine,AB,$301.64,15,45.25,TRW-02
PI-2897748,PCH,2023-11-29,2023-11-20,06/07/2024,BAUTO,"Marchetti Foundry, LLC",Pelham Indemnity,Agency,2521.71,15,378.26,HFN-04
AM-17025779,New Business,2023-11-30,2023-12-12,12/11/2024,Commercial Property,Ostrander Cold Storage,Ardsley Mutual,AB,"14,396.02",10,"1,439.60",
AM-35656160,New Business,2023-11-30,2023-11-30,2024-11-29,Work Comp,"Boyne Auto Body, Ltd",Ardsley Mutual,A,34085.65,10,3408.57,HFN-04
AM-70608537,NBS,2023-12-03,2023-12-04,12/03/2024,Commercial Property,"Lindqvist Electrical, Corp",ardsley mutual,Direct Bill,"$64,010.71",12,"$7,681.29",TRW-08
VN456257912,NBS,2023-12-03,2023-12-14,12/13/2024,Gen Liab,PETROSSIAN EXCAVATING LLC,VALEBROOK NATL,D,24135.49,12,2896.26,GBY-06
PI-2937442,NBS,2023-12-04,2023-12-15,2024-12-14,Commercial Auto,"Tolliver Roofing, Ltd",Pelham Indemnity Group,Agency Bill,"$63,727.11",12,"7,647.25",TRW-02
SFM25420792,Renew,2023-12-06,2023-12-22,06/21/2024,HO3,Priya Wojcik,Stanwick Fire & Marine,A,3994.7,15,599.2,TRW-02
AM-05462841,PCH,2023-12-08,2023-12-08,2024-06-13,Comm Auto,"Petrossian Foundry, LLC",Ardsley Mutual Insurance Company,Direct Bill,5827.66,0.175,1019.84,MCL-01
SFM32516822,Endorsement,2023-12-08,2023-11-30,,General Liability,"Calloway Haulage, Corp",Stanwick F & M,DIRECT BILL,6840.9,10,684.09,HFN-11
SFM66063802,RWL,2023-12-09,2023-12-12,06/11/2024,HOME,Beatriz Sturgeon,Stanwick Fire & Marine,AGENCY BILL,"$2,552.71",15,$382.91,MCL-15
PI-0221707,NBS,2023-12-09,2023-12-12,2024-12-11,CGL,Tolliver Produce,PELHAM IND,DIRECT BILL,64871.32,.15,9730.7,GBY-06
PI-9064826,Endorsement,2023-12-10,2023-12-07,2024-03-18,Homeowners,Noor Sandoval,Pelham Indemnity,Direct,$477.14,0.12,57.26,HFN-11
AM-27379317,NBS,2023-12-11,2023-12-14,2024-12-13,Personal Auto,Ingrid Guerrero,Ardsley Mut,DIRECT BILL,467.04,0.15,70.06,MCL-15
SFM71391815,END,2023-12-11,2023-12-11,,Umbrella,"Calloway Roofing, Ltd",Stanwick Fire and Marine,Agency,-1842.96,15,-276.44,HFN-11
AM-56702560,Endorsement,2023-12-13,2023-12-12,,WC,"Ferraro Roofing, Inc",ARDSLEY MUTUAL INS CO,Direct Bill,"-4,992.53",15,-$748.88,MCL-15
PI-6433226,PCH,2023-12-14,2023-12-05,,UMBR,"Underhill Fabrication, Inc",Pelham Indemnity Group,Direct,1710.11,15,256.52,
PI-1752207,NBS,2023-12-15,2023-12-26,2024-12-25,Umbrella,"Halvorsen Produce, LLC",Pelham Ind.,AGENCY BILL,17351.72,10,1735.17,TRW-02
NS-882836,New Business,2023-12-17,2024-01-04,2025-01-03,Comm Auto,"Underhill Landscaping, LLC",Northgate Specialty,A,35174.32,12,4220.92,
AM-20380804,END,2023-12-17,2023-12-13,2024-07-16,PROP,"Boyne Landscaping, Inc",ARDSLEY MUTUAL INS CO,AB,-5731.66,,-687.8,GBY-22
SFM43950006,END,2023-12-19,2023-12-15,2024-08-04,CGL,"Whitcomb Printing, Corp",Stanwick Fire & Marine,D,"-2,148.28",15,-322.24,
KC8698245,XLC,2023-12-20,2023-12-17,,PROP,Halvorsen Cabinetry,KEMWOOD CAS,A,"-$33,062.16",.15,-4959.32,HFN-11
KC1275683,NEW,2023-12-21,12/23/2023,2024-12-22,PAUTO,Noor Okonkwo,Kemwood Casualty,DB,1994.8,0.175,349.09,MCL-15
VN369549786,New Business,2023-12-23,2024-01-06,2025-01-05,PAUTO,Beatriz Nakagawa,Valebrook National,DIRECT BILL,3883.64,20,776.73,MCL-15
SFM90148248,NBS,2023-12-24,2023-12-26,12/25/2024,General Liability,"Bramble Landscaping, LLC",Stanwick Fire & Marine,A,2502.95,,375.44,MCL-15
SFM27603205,PCH,2023-12-25,2023-12-18,2024-05-02,Personal Auto,Terrence Okonkwo,Stanwick Fire and Marine,A,145.97,17.5,25.54,
